timestamp;location;time;date;hour;minute;customer_id;next;delta;total_time_customer;step;prev;checkout;dairy;drinks;fruit;spices
2019-09-02 07:13:00;checkout;2019-09-02 07:13:00;2019-09-02;7;13;7;;0;9;5;fruit;1;2;1;3;1
2019-09-02 07:13:00;checkout;2019-09-02 07:13:00;2019-09-02;7;13;9;;0;7;3;fruit;2;2;1;2;1
2019-09-02 07:13:00;spices;2019-09-02 07:13:00;2019-09-02;7;13;13;dairy;1;10;2;dairy;2;1;1;2;2
2019-09-02 07:13:00;drinks;2019-09-02 07:13:00;2019-09-02;7;13;19;checkout;7;8;2;spices;2;1;2;2;1
2019-09-02 07:13:00;drinks;2019-09-02 07:13:00;2019-09-02;7;13;21;spices;2;3;1;;2;1;3;2;1
2019-09-02 07:13:00;fruit;2019-09-02 07:13:00;2019-09-02;7;13;22;dairy;2;4;1;;2;1;3;3;1
2019-09-02 07:14:00;dairy;2019-09-02 07:14:00;2019-09-02;7;14;13;fruit;1;10;3;spices;0;2;3;3;0
2019-09-02 07:14:00;dairy;2019-09-02 07:14:00;2019-09-02;7;14;18;checkout;3;5;2;fruit;0;3;3;2;0
2019-09-02 07:14:00;checkout;2019-09-02 07:14:00;2019-09-02;7;14;20;;0;2;2;drinks;1;3;2;2;0
2019-09-02 07:14:00;fruit;2019-09-02 07:14:00;2019-09-02;7;14;23;checkout;1;1;1;;1;3;2;3;0
2019-09-02 07:14:00;drinks;2019-09-02 07:14:00;2019-09-02;7;14;24;checkout;6;6;1;;1;3;3;3;0
2019-09-02 07:15:00;fruit;2019-09-02 07:15:00;2019-09-02;7;15;13;checkout;1;10;4;dairy;0;2;3;4;0
2019-09-02 07:15:00;spices;2019-09-02 07:15:00;2019-09-02;7;15;21;checkout;1;3;2;drinks;0;2;2;4;1
2019-09-02 07:15:00;dairy;2019-09-02 07:15:00;2019-09-02;7;15;22;checkout;2;4;2;fruit;0;3;2;3;1
2019-09-02 07:15:00;checkout;2019-09-02 07:15:00;2019-09-02;7;15;23;;0;1;2;fruit;1;3;2;2;1
2019-09-02 07:16:00;checkout;2019-09-02 07:16:00;2019-09-02;7;16;13;;0;10;5;fruit;1;3;2;1;1
2019-09-02 07:16:00;checkout;2019-09-02 07:16:00;2019-09-02;7;16;21;;0;3;3;spices;2;3;2;1;0
2019-09-02 07:16:00;spices;2019-09-02 07:16:00;2019-09-02;7;16;25;dairy;1;6;1;;2;3;2;1;1
2019-09-02 07:16:00;fruit;2019-09-02 07:16:00;2019-09-02;7;16;26;dairy;4;8;1;;2;3;2;2;1
2019-09-02 07:16:00;spices;2019-09-02 07:16:00;2019-09-02;7;16;27;dairy;3;17;1;;2;3;2;2;2
2019-09-02 07:16:00;drinks;2019-09-02 07:16:00;2019-09-02;7;16;28;checkout;3;3;1;;2;3;3;2;2
2019-09-02 07:16:00;drinks;2019-09-02 07:16:00;2019-09-02;7;16;29;checkout;2;2;1;;2;3;4;2;2
2019-09-02 07:17:00;spices;2019-09-02 07:17:00;2019-09-02;7;17;6;drinks;1;25;3;dairy;0;2;4;2;3
2019-09-02 07:17:00;checkout;2019-09-02 07:17:00;2019-09-02;7;17;18;;0;5;3;dairy;1;1;4;2;3
2019-09-02 07:17:00;checkout;2019-09-02 07:17:00;2019-09-02;7;17;22;;0;4;3;dairy;2;0;4;2;3
2019-09-02 07:17:00;dairy;2019-09-02 07:17:00;2019-09-02;7;17;25;spices;1;6;2;spices;2;1;4;2;2
2019-09-02 07:17:00;spices;2019-09-02 07:17:00;2019-09-02;7;17;30;drinks;1;6;1;;2;1;4;2;3
2019-09-02 07:17:00;spices;2019-09-02 07:17:00;2019-09-02;7;17;31;checkout;1;1;1;;2;1;4;2;4
2019-09-02 07:17:00;drinks;2019-09-02 07:17:00;2019-09-02;7;17;32;checkout;3;3;1;;2;1;5;2;4
2019-09-02 07:17:00;fruit;2019-09-02 07:17:00;2019-09-02;7;17;33;dairy;3;16;1;;2;1;5;3;4
2019-09-02 07:17:00;spices;2019-09-02 07:17:00;2019-09-02;7;17;34;drinks;1;10;1;;2;1;5;3;5
2019-09-02 07:18:00;drinks;2019-09-02 07:18:00;2019-09-02;7;18;6;spices;7;25;4;spices;0;1;6;3;4
2019-09-02 07:18:00;spices;2019-09-02 07:18:00;2019-09-02;7;18;25;drinks;1;6;3;dairy;0;0;6;3;5
2019-09-02 07:18:00;checkout;2019-09-02 07:18:00;2019-09-02;7;18;29;;0;2;2;drinks;1;0;5;3;5
2019-09-02 07:18:00;drinks;2019-09-02 07:18:00;2019-09-02;7;18;30;fruit;1;6;2;spices;1;0;6;3;4
2019-09-02 07:18:00;checkout;2019-09-02 07:18:00;2019-09-02;7;18;31;;0;1;2;spices;2;0;6;3;3
2019-09-02 07:18:00;drinks;2019-09-02 07:18:00;2019-09-02;7;18;34;spices;7;10;2;spices;2;0;7;3;2
2019-09-02 07:18:00;dairy;2019-09-02 07:18:00;2019-09-02;7;18;35;drinks;1;4;1;;2;1;7;3;2
2019-09-02 07:19:00;drinks;2019-09-02 07:19:00;2019-09-02;7;19;25;checkout;3;6;4;spices;0;1;8;3;1
2019-09-02 07:19:00;dairy;2019-09-02 07:19:00;2019-09-02;7;19;27;checkout;14;17;2;spices;0;2;8;3;0
2019-09-02 07:19:00;checkout;2019-09-02 07:19:00;2019-09-02;7;19;28;;0;3;2;drinks;1;2;7;3;0
2019-09-02 07:19:00;fruit;2019-09-02 07:19:00;2019-09-02;7;19;30;dairy;1;6;3;drinks;1;2;6;4;0
2019-09-02 07:19:00;drinks;2019-09-02 07:19:00;2019-09-02;7;19;35;checkout;3;4;2;dairy;1;1;7;4;0
2019-09-02 07:20:00;checkout;2019-09-02 07:20:00;2019-09-02;7;20;19;;0;8;3;drinks;1;1;6;4;0
2019-09-02 07:20:00;checkout;2019-09-02 07:20:00;2019-09-02;7;20;24;;0;6;2;drinks;2;1;5;4;0
2019-09-02 07:20:00;dairy;2019-09-02 07:20:00;2019-09-02;7;20;26;checkout;4;8;2;fruit;2;2;5;3;0
2019-09-02 07:20:00;dairy;2019-09-02 07:20:00;2019-09-02;7;20;30;fruit;1;6;4;fruit;2;3;5;2;0
2019-09-02 07:20:00;checkout;2019-09-02 07:20:00;2019-09-02;7;20;32;;0;3;2;drinks;3;3;4;2;0
2019-09-02 07:20:00;dairy;2019-09-02 07:20:00;2019-09-02;7;20;33;spices;2;16;2;fruit;3;4;4;1;0
2019-09-02 07:20:00;dairy;2019-09-02 07:20:00;2019-09-02;7;20;36;checkout;1;1;1;;3;5;4;1;0
2019-09-02 07:21:00;fruit;2019-09-02 07:21:00;2019-09-02;7;21;30;checkout;2;6;5;dairy;0;4;4;2;0
2019-09-02 07:21:00;checkout;2019-09-02 07:21:00;2019-09-02;7;21;36;;0;1;2;dairy;1;3;4;2;0
2019-09-02 07:22:00;checkout;2019-09-02 07:22:00;2019-09-02;7;22;17;;0;11;2;fruit;1;3;4;1;0
2019-09-02 07:22:00;checkout;2019-09-02 07:22:00;2019-09-02;7;22;25;;0;6;5;drinks;2;3;3;1;0
2019-09-02 07:22:00;spices;2019-09-02 07:22:00;2019-09-02;7;22;33;dairy;1;16;3;dairy;2;2;3;1;1
2019-09-02 07:22:00;checkout;2019-09-02 07:22:00;2019-09-02;7;22;35;;0;4;3;drinks;3;2;2;1;1
2019-09-02 07:22:00;fruit;2019-09-02 07:22:00;2019-09-02;7;22;37;checkout;4;4;1;;3;2;2;2;1
2019-09-02 07:22:00;fruit;2019-09-02 07:22:00;2019-09-02;7;22;38;dairy;4;7;1;;3;2;2;3;1
2019-09-02 07:23:00;checkout;2019-09-02 07:23:00;2019-09-02;7;23;30;;0;6;6;fruit;1;2;2;2;1
2019-09-02 07:23:00;dairy;2019-09-02 07:23:00;2019-09-02;7;23;33;drinks;1;16;4;spices;1;3;2;2;0
2019-09-02 07:24:00;checkout;2019-09-02 07:24:00;2019-09-02;7;24;26;;0;8;3;dairy;1;2;2;2;0
2019-09-02 07:24:00;drinks;2019-09-02 07:24:00;2019-09-02;7;24;33;spices;2;16;5;dairy;1;1;3;2;0
2019-09-02 07:25:00;spices;2019-09-02 07:25:00;2019-09-02;7;25;6;dairy;1;25;5;drinks;0;1;2;2;1
2019-09-02 07:25:00;spices;2019-09-02 07:25:00;2019-09-02;7;25;34;fruit;1;10;3;drinks;0;1;1;2;2
2019-09-02 07:26:00;dairy;2019-09-02 07:26:00;2019-09-02;7;26;6;spices;1;25;6;spices;0;2;1;2;1
2019-09-02 07:26:00;spices;2019-09-02 07:26:00;2019-09-02;7;26;33;drinks;1;16;6;drinks;0;2;0;2;2
2019-09-02 07:26:00;fruit;2019-09-02 07:26:00;2019-09-02;7;26;34;checkout;1;10;4;spices;0;2;0;3;1
2019-09-02 07:26:00;checkout;2019-09-02 07:26:00;2019-09-02;7;26;37;;0;4;2;fruit;1;2;0;2;1
2019-09-02 07:26:00;dairy;2019-09-02 07:26:00;2019-09-02;7;26;38;checkout;3;7;2;fruit;1;3;0;1;1
2019-09-02 07:26:00;dairy;2019-09-02 07:26:00;2019-09-02;7;26;39;checkout;1;1;1;;1;4;0;1;1
2019-09-02 07:26:00;dairy;2019-09-02 07:26:00;2019-09-02;7;26;40;spices;3;4;1;;1;5;0;1;1
2019-09-02 07:26:00;drinks;2019-09-02 07:26:00;2019-09-02;7;26;41;dairy;1;7;1;;1;5;1;1;1
2019-09-02 07:26:00;dairy;2019-09-02 07:26:00;2019-09-02;7;26;42;spices;4;18;1;;1;6;1;1;1
2019-09-02 07:26:00;fruit;2019-09-02 07:26:00;2019-09-02;7;26;43;dairy;2;17;1;;1;6;1;2;1
2019-09-02 07:26:00;fruit;2019-09-02 07:26:00;2019-09-02;7;26;44;checkout;1;1;1;;1;6;1;3;1
2019-09-02 07:26:00;spices;2019-09-02 07:26:00;2019-09-02;7;26;45;dairy;1;29;1;;1;6;1;3;2
2019-09-02 07:26:00;fruit;2019-09-02 07:26:00;2019-09-02;7;26;46;checkout;1;1;1;;1;6;1;4;2
2019-09-02 07:27:00;spices;2019-09-02 07:27:00;2019-09-02;7;27;6;checkout;2;25;7;dairy;0;5;1;4;3
2019-09-02 07:27:00;drinks;2019-09-02 07:27:00;2019-09-02;7;27;33;checkout;6;16;7;spices;0;5;2;4;2
2019-09-02 07:27:00;checkout;2019-09-02 07:27:00;2019-09-02;7;27;34;;0;10;5;fruit;1;5;2;3;2
2019-09-02 07:27:00;checkout;2019-09-02 07:27:00;2019-09-02;7;27;39;;0;1;2;dairy;2;4;2;3;2
2019-09-02 07:27:00;dairy;2019-09-02 07:27:00;2019-09-02;7;27;41;spices;1;7;2;drinks;2;5;1;3;2
2019-09-02 07:27:00;checkout;2019-09-02 07:27:00;2019-09-02;7;27;44;;0;1;2;fruit;3;5;1;2;2
2019-09-02 07:27:00;dairy;2019-09-02 07:27:00;2019-09-02;7;27;45;fruit;3;29;2;spices;3;6;1;2;1
2019-09-02 07:27:00;checkout;2019-09-02 07:27:00;2019-09-02;7;27;46;;0;1;2;fruit;4;6;1;1;1
2019-09-02 07:27:00;drinks;2019-09-02 07:27:00;2019-09-02;7;27;47;fruit;1;9;1;;4;6;2;1;1
2019-09-02 07:27:00;drinks;2019-09-02 07:27:00;2019-09-02;7;27;48;checkout;1;1;1;;4;6;3;1;1
2019-09-02 07:27:00;spices;2019-09-02 07:27:00;2019-09-02;7;27;49;checkout;1;1;1;;4;6;3;1;2
2019-09-02 07:28:00;spices;2019-09-02 07:28:00;2019-09-02;7;28;41;drinks;2;7;3;dairy;0;5;3;1;3
2019-09-02 07:28:00;dairy;2019-09-02 07:28:00;2019-09-02;7;28;43;fruit;11;17;2;fruit;0;6;3;0;3
2019-09-02 07:28:00;fruit;2019-09-02 07:28:00;2019-09-02;7;28;47;dairy;4;9;2;drinks;0;6;2;1;3
2019-09-02 07:28:00;checkout;2019-09-02 07:28:00;2019-09-02;7;28;48;;0;1;2;drinks;1;6;1;1;3
2019-09-02 07:28:00;checkout;2019-09-02 07:28:00;2019-09-02;7;28;49;;0;1;2;spices;2;6;1;1;2
2019-09-02 07:28:00;fruit;2019-09-02 07:28:00;2019-09-02;7;28;50;drinks;1;4;1;;2;6;1;2;2
2019-09-02 07:28:00;fruit;2019-09-02 07:28:00;2019-09-02;7;28;51;dairy;3;5;1;;2;6;1;3;2
2019-09-02 07:29:00;checkout;2019-09-02 07:29:00;2019-09-02;7;29;6;;0;25;8;spices;1;6;1;3;1
2019-09-02 07:29:00;checkout;2019-09-02 07:29:00;2019-09-02;7;29;38;;0;7;3;dairy;2;5;1;3;1
2019-09-02 07:29:00;spices;2019-09-02 07:29:00;2019-09-02;7;29;40;checkout;1;4;2;dairy;2;4;1;3;2
2019-09-02 07:29:00;drinks;2019-09-02 07:29:00;2019-09-02;7;29;50;spices;2;4;2;fruit;2;4;2;2;2
2019-09-02 07:29:00;drinks;2019-09-02 07:29:00;2019-09-02;7;29;52;spices;2;10;1;;2;4;3;2;2
2019-09-02 07:29:00;fruit;2019-09-02 07:29:00;2019-09-02;7;29;53;checkout;3;3;1;;2;4;3;3;2
2019-09-02 07:30:00;checkout;2019-09-02 07:30:00;2019-09-02;7;30;40;;0;4;3;spices;1;4;3;3;1
2019-09-02 07:30:00;drinks;2019-09-02 07:30:00;2019-09-02;7;30;41;checkout;3;7;4;spices;1;4;4;3;0
2019-09-02 07:30:00;spices;2019-09-02 07:30:00;2019-09-02;7;30;42;fruit;2;18;2;dairy;1;3;4;3;1
2019-09-02 07:30:00;fruit;2019-09-02 07:30:00;2019-09-02;7;30;45;drinks;1;29;3;dairy;1;2;4;4;1
2019-09-02 07:30:00;spices;2019-09-02 07:30:00;2019-09-02;7;30;54;dairy;1;7;1;;1;2;4;4;2
2019-09-02 07:30:00;spices;2019-09-02 07:30:00;2019-09-02;7;30;55;dairy;2;5;1;;1;2;4;4;3
2019-09-02 07:30:00;fruit;2019-09-02 07:30:00;2019-09-02;7;30;56;dairy;3;10;1;;1;2;4;5;3
2019-09-02 07:30:00;fruit;2019-09-02 07:30:00;2019-09-02;7;30;57;checkout;1;1;1;;1;2;4;6;3
2019-09-02 07:30:00;drinks;2019-09-02 07:30:00;2019-09-02;7;30;58;checkout;2;2;1;;1;2;5;6;3
2019-09-02 07:30:00;dairy;2019-09-02 07:30:00;2019-09-02;7;30;59;drinks;5;9;1;;1;3;5;6;3
2019-09-02 07:31:00;drinks;2019-09-02 07:31:00;2019-09-02;7;31;45;fruit;3;29;4;fruit;0;3;6;5;3
2019-09-02 07:31:00;spices;2019-09-02 07:31:00;2019-09-02;7;31;50;checkout;1;4;3;drinks;0;3;5;5;4
2019-09-02 07:31:00;dairy;2019-09-02 07:31:00;2019-09-02;7;31;51;checkout;2;5;2;fruit;0;4;5;4;4
2019-09-02 07:31:00;spices;2019-09-02 07:31:00;2019-09-02;7;31;52;fruit;2;10;2;drinks;0;4;4;4;5
2019-09-02 07:31:00;dairy;2019-09-02 07:31:00;2019-09-02;7;31;54;checkout;6;7;2;spices;0;5;4;4;4
2019-09-02 07:31:00;checkout;2019-09-02 07:31:00;2019-09-02;7;31;57;;0;1;2;fruit;1;5;4;3;4
2019-09-02 07:32:00;fruit;2019-09-02 07:32:00;2019-09-02;7;32;42;dairy;1;18;3;spices;0;5;4;4;3
2019-09-02 07:32:00;dairy;2019-09-02 07:32:00;2019-09-02;7;32;47;checkout;4;9;3;fruit;0;6;4;3;3
2019-09-02 07:32:00;checkout;2019-09-02 07:32:00;2019-09-02;7;32;50;;0;4;4;spices;1;6;4;3;2
2019-09-02 07:32:00;checkout;2019-09-02 07:32:00;2019-09-02;7;32;53;;0;3;2;fruit;2;6;4;2;2
2019-09-02 07:32:00;dairy;2019-09-02 07:32:00;2019-09-02;7;32;55;checkout;3;5;2;spices;2;7;4;2;1
2019-09-02 07:32:00;checkout;2019-09-02 07:32:00;2019-09-02;7;32;58;;0;2;2;drinks;3;7;3;2;1
2019-09-02 07:33:00;checkout;2019-09-02 07:33:00;2019-09-02;7;33;27;;0;17;3;dairy;1;6;3;2;1
2019-09-02 07:33:00;checkout;2019-09-02 07:33:00;2019-09-02;7;33;33;;0;16;8;drinks;2;6;2;2;1
2019-09-02 07:33:00;checkout;2019-09-02 07:33:00;2019-09-02;7;33;41;;0;7;5;drinks;3;6;1;2;1
2019-09-02 07:33:00;dairy;2019-09-02 07:33:00;2019-09-02;7;33;42;checkout;11;18;4;fruit;3;7;1;1;1
2019-09-02 07:33:00;checkout;2019-09-02 07:33:00;2019-09-02;7;33;51;;0;5;3;dairy;4;6;1;1;1
2019-09-02 07:33:00;fruit;2019-09-02 07:33:00;2019-09-02;7;33;52;drinks;3;10;3;spices;4;6;1;2;0
2019-09-02 07:33:00;dairy;2019-09-02 07:33:00;2019-09-02;7;33;56;spices;1;10;2;fruit;4;7;1;1;0
2019-09-02 07:33:00;fruit;2019-09-02 07:33:00;2019-09-02;7;33;60;drinks;2;3;1;;4;7;1;2;0
2019-09-02 07:33:00;spices;2019-09-02 07:33:00;2019-09-02;7;33;61;drinks;1;8;1;;4;7;1;2;1
2019-09-02 07:33:00;spices;2019-09-02 07:33:00;2019-09-02;7;33;62;drinks;2;5;1;;4;7;1;2;2
2019-09-02 07:34:00;fruit;2019-09-02 07:34:00;2019-09-02;7;34;45;dairy;2;29;5;drinks;0;7;0;3;2
2019-09-02 07:34:00;spices;2019-09-02 07:34:00;2019-09-02;7;34;56;drinks;1;10;3;dairy;0;6;0;3;3
2019-09-02 07:34:00;drinks;2019-09-02 07:34:00;2019-09-02;7;34;61;checkout;7;8;2;spices;0;6;1;3;2
2019-09-02 07:35:00;checkout;2019-09-02 07:35:00;2019-09-02;7;35;55;;0;5;3;dairy;1;5;1;3;2
2019-09-02 07:35:00;drinks;2019-09-02 07:35:00;2019-09-02;7;35;56;checkout;5;10;4;spices;1;5;2;3;1
2019-09-02 07:35:00;drinks;2019-09-02 07:35:00;2019-09-02;7;35;59;fruit;3;9;2;dairy;1;4;3;3;1
2019-09-02 07:35:00;drinks;2019-09-02 07:35:00;2019-09-02;7;35;60;checkout;1;3;2;fruit;1;4;4;2;1
2019-09-02 07:35:00;drinks;2019-09-02 07:35:00;2019-09-02;7;35;62;checkout;3;5;2;spices;1;4;5;2;0
2019-09-02 07:36:00;dairy;2019-09-02 07:36:00;2019-09-02;7;36;45;checkout;19;29;6;fruit;0;5;5;1;0
2019-09-02 07:36:00;checkout;2019-09-02 07:36:00;2019-09-02;7;36;47;;0;9;4;dairy;1;4;5;1;0
2019-09-02 07:36:00;drinks;2019-09-02 07:36:00;2019-09-02;7;36;52;fruit;1;10;4;fruit;1;4;6;0;0
2019-09-02 07:36:00;checkout;2019-09-02 07:36:00;2019-09-02;7;36;60;;0;3;3;drinks;2;4;5;0;0
2019-09-02 07:37:00;fruit;2019-09-02 07:37:00;2019-09-02;7;37;52;checkout;2;10;5;drinks;0;4;4;1;0
2019-09-02 07:37:00;checkout;2019-09-02 07:37:00;2019-09-02;7;37;54;;0;7;3;dairy;1;3;4;1;0
2019-09-02 07:38:00;fruit;2019-09-02 07:38:00;2019-09-02;7;38;59;checkout;1;9;3;drinks;0;3;3;2;0
2019-09-02 07:38:00;checkout;2019-09-02 07:38:00;2019-09-02;7;38;62;;0;5;3;drinks;1;3;2;2;0
2019-09-02 07:39:00;fruit;2019-09-02 07:39:00;2019-09-02;7;39;43;dairy;2;17;3;dairy;0;2;2;3;0
2019-09-02 07:39:00;checkout;2019-09-02 07:39:00;2019-09-02;7;39;52;;0;10;6;fruit;1;2;2;2;0
2019-09-02 07:39:00;checkout;2019-09-02 07:39:00;2019-09-02;7;39;59;;0;9;4;fruit;2;2;2;1;0
2019-09-02 07:39:00;spices;2019-09-02 07:39:00;2019-09-02;7;39;63;drinks;1;9;1;;2;2;2;1;1
2019-09-02 07:40:00;checkout;2019-09-02 07:40:00;2019-09-02;7;40;56;;0;10;5;drinks;1;2;1;1;1
2019-09-02 07:40:00;drinks;2019-09-02 07:40:00;2019-09-02;7;40;63;fruit;1;9;2;spices;1;2;2;1;0
2019-09-02 07:40:00;drinks;2019-09-02 07:40:00;2019-09-02;7;40;64;fruit;2;5;1;;1;2;3;1;0
2019-09-02 07:40:00;drinks;2019-09-02 07:40:00;2019-09-02;7;40;65;dairy;6;7;1;;1;2;4;1;0
2019-09-02 07:40:00;spices;2019-09-02 07:40:00;2019-09-02;7;40;66;drinks;3;7;1;;1;2;4;1;1
2019-09-02 07:41:00;dairy;2019-09-02 07:41:00;2019-09-02;7;41;43;checkout;2;17;4;fruit;0;3;4;0;1
2019-09-02 07:41:00;checkout;2019-09-02 07:41:00;2019-09-02;7;41;61;;0;8;3;drinks;1;3;3;0;1
2019-09-02 07:41:00;fruit;2019-09-02 07:41:00;2019-09-02;7;41;63;dairy;2;9;3;drinks;1;3;2;1;1
2019-09-02 07:42:00;fruit;2019-09-02 07:42:00;2019-09-02;7;42;64;drinks;1;5;2;drinks;0;3;1;2;1
2019-09-02 07:42:00;dairy;2019-09-02 07:42:00;2019-09-02;7;42;67;spices;2;6;1;;0;4;1;2;1
2019-09-02 07:42:00;spices;2019-09-02 07:42:00;2019-09-02;7;42;68;drinks;3;10;1;;0;4;1;2;2
2019-09-02 07:42:00;fruit;2019-09-02 07:42:00;2019-09-02;7;42;69;checkout;1;1;1;;0;4;1;3;2
2019-09-02 07:42:00;spices;2019-09-02 07:42:00;2019-09-02;7;42;70;drinks;2;5;1;;0;4;1;3;3
2019-09-02 07:43:00;checkout;2019-09-02 07:43:00;2019-09-02;7;43;43;;0;17;5;dairy;1;3;1;3;3
2019-09-02 07:43:00;dairy;2019-09-02 07:43:00;2019-09-02;7;43;63;fruit;1;9;4;fruit;1;4;1;2;3
2019-09-02 07:43:00;drinks;2019-09-02 07:43:00;2019-09-02;7;43;64;checkout;2;5;3;fruit;1;4;2;1;3
2019-09-02 07:43:00;drinks;2019-09-02 07:43:00;2019-09-02;7;43;66;spices;2;7;2;spices;1;4;3;1;2
2019-09-02 07:43:00;checkout;2019-09-02 07:43:00;2019-09-02;7;43;69;;0;1;2;fruit;2;4;3;0;2
2019-09-02 07:43:00;dairy;2019-09-02 07:43:00;2019-09-02;7;43;71;fruit;1;8;1;;2;5;3;0;2
2019-09-02 07:43:00;spices;2019-09-02 07:43:00;2019-09-02;7;43;72;drinks;2;9;1;;2;5;3;0;3
2019-09-02 07:43:00;dairy;2019-09-02 07:43:00;2019-09-02;7;43;73;checkout;1;1;1;;2;6;3;0;3
