timestamp,location,time,date,hour,minute,customer_id,next,delta,total_time_customer,step,prev
2019-09-02 07:11:00,fruit,2019-09-02 07:11:00,2019-09-02,7,11,7.0,checkout,2.0,9.0,4.0,spices
2019-09-02 07:11:00,checkout,2019-09-02 07:11:00,2019-09-02,7,11,16.0,,0.0,4.0,3.0,spices
2019-09-02 07:11:00,fruit,2019-09-02 07:11:00,2019-09-02,7,11,17.0,checkout,11.0,11.0,1.0,
2019-09-02 07:12:00,fruit,2019-09-02 07:12:00,2019-09-02,7,12,9.0,checkout,1.0,7.0,2.0,dairy
2019-09-02 07:12:00,checkout,2019-09-02 07:12:00,2019-09-02,7,12,15.0,,0.0,5.0,3.0,fruit
2019-09-02 07:12:00,fruit,2019-09-02 07:12:00,2019-09-02,7,12,18.0,dairy,2.0,5.0,1.0,
2019-09-02 07:12:00,spices,2019-09-02 07:12:00,2019-09-02,7,12,19.0,drinks,1.0,8.0,1.0,
2019-09-02 07:12:00,drinks,2019-09-02 07:12:00,2019-09-02,7,12,20.0,checkout,2.0,2.0,1.0,
2019-09-02 07:13:00,checkout,2019-09-02 07:13:00,2019-09-02,7,13,7.0,,0.0,9.0,5.0,fruit
2019-09-02 07:13:00,checkout,2019-09-02 07:13:00,2019-09-02,7,13,9.0,,0.0,7.0,3.0,fruit
2019-09-02 07:13:00,spices,2019-09-02 07:13:00,2019-09-02,7,13,13.0,dairy,1.0,10.0,2.0,dairy
2019-09-02 07:13:00,drinks,2019-09-02 07:13:00,2019-09-02,7,13,19.0,checkout,7.0,8.0,2.0,spices
2019-09-02 07:13:00,drinks,2019-09-02 07:13:00,2019-09-02,7,13,21.0,spices,2.0,3.0,1.0,
2019-09-02 07:13:00,fruit,2019-09-02 07:13:00,2019-09-02,7,13,22.0,dairy,2.0,4.0,1.0,
2019-09-02 07:14:00,dairy,2019-09-02 07:14:00,2019-09-02,7,14,13.0,fruit,1.0,10.0,3.0,spices
2019-09-02 07:14:00,dairy,2019-09-02 07:14:00,2019-09-02,7,14,18.0,checkout,3.0,5.0,2.0,fruit
2019-09-02 07:14:00,checkout,2019-09-02 07:14:00,2019-09-02,7,14,20.0,,0.0,2.0,2.0,drinks
2019-09-02 07:14:00,fruit,2019-09-02 07:14:00,2019-09-02,7,14,23.0,checkout,1.0,1.0,1.0,
2019-09-02 07:14:00,drinks,2019-09-02 07:14:00,2019-09-02,7,14,24.0,checkout,6.0,6.0,1.0,
2019-09-02 07:15:00,fruit,2019-09-02 07:15:00,2019-09-02,7,15,13.0,checkout,1.0,10.0,4.0,dairy
2019-09-02 07:15:00,spices,2019-09-02 07:15:00,2019-09-02,7,15,21.0,checkout,1.0,3.0,2.0,drinks
2019-09-02 07:15:00,dairy,2019-09-02 07:15:00,2019-09-02,7,15,22.0,checkout,2.0,4.0,2.0,fruit
2019-09-02 07:15:00,checkout,2019-09-02 07:15:00,2019-09-02,7,15,23.0,,0.0,1.0,2.0,fruit
2019-09-02 07:16:00,checkout,2019-09-02 07:16:00,2019-09-02,7,16,13.0,,0.0,10.0,5.0,fruit
2019-09-02 07:16:00,checkout,2019-09-02 07:16:00,2019-09-02,7,16,21.0,,0.0,3.0,3.0,spices
2019-09-02 07:16:00,spices,2019-09-02 07:16:00,2019-09-02,7,16,25.0,dairy,1.0,6.0,1.0,
2019-09-02 07:16:00,fruit,2019-09-02 07:16:00,2019-09-02,7,16,26.0,dairy,4.0,8.0,1.0,
2019-09-02 07:16:00,spices,2019-09-02 07:16:00,2019-09-02,7,16,27.0,dairy,3.0,17.0,1.0,
2019-09-02 07:16:00,drinks,2019-09-02 07:16:00,2019-09-02,7,16,28.0,checkout,3.0,3.0,1.0,
2019-09-02 07:16:00,drinks,2019-09-02 07:16:00,2019-09-02,7,16,29.0,checkout,2.0,2.0,1.0,
2019-09-02 07:17:00,spices,2019-09-02 07:17:00,2019-09-02,7,17,6.0,drinks,1.0,25.0,3.0,dairy
2019-09-02 07:17:00,checkout,2019-09-02 07:17:00,2019-09-02,7,17,18.0,,0.0,5.0,3.0,dairy
2019-09-02 07:17:00,checkout,2019-09-02 07:17:00,2019-09-02,7,17,22.0,,0.0,4.0,3.0,dairy
2019-09-02 07:17:00,dairy,2019-09-02 07:17:00,2019-09-02,7,17,25.0,spices,1.0,6.0,2.0,spices
2019-09-02 07:17:00,spices,2019-09-02 07:17:00,2019-09-02,7,17,30.0,drinks,1.0,6.0,1.0,
2019-09-02 07:17:00,spices,2019-09-02 07:17:00,2019-09-02,7,17,31.0,checkout,1.0,1.0,1.0,
2019-09-02 07:17:00,drinks,2019-09-02 07:17:00,2019-09-02,7,17,32.0,checkout,3.0,3.0,1.0,
2019-09-02 07:17:00,fruit,2019-09-02 07:17:00,2019-09-02,7,17,33.0,dairy,3.0,16.0,1.0,
2019-09-02 07:17:00,spices,2019-09-02 07:17:00,2019-09-02,7,17,34.0,drinks,1.0,10.0,1.0,
2019-09-02 07:18:00,drinks,2019-09-02 07:18:00,2019-09-02,7,18,6.0,spices,7.0,25.0,4.0,spices
2019-09-02 07:18:00,spices,2019-09-02 07:18:00,2019-09-02,7,18,25.0,drinks,1.0,6.0,3.0,dairy
2019-09-02 07:18:00,checkout,2019-09-02 07:18:00,2019-09-02,7,18,29.0,,0.0,2.0,2.0,drinks
2019-09-02 07:18:00,drinks,2019-09-02 07:18:00,2019-09-02,7,18,30.0,fruit,1.0,6.0,2.0,spices
2019-09-02 07:18:00,checkout,2019-09-02 07:18:00,2019-09-02,7,18,31.0,,0.0,1.0,2.0,spices
2019-09-02 07:18:00,drinks,2019-09-02 07:18:00,2019-09-02,7,18,34.0,spices,7.0,10.0,2.0,spices
2019-09-02 07:18:00,dairy,2019-09-02 07:18:00,2019-09-02,7,18,35.0,drinks,1.0,4.0,1.0,
2019-09-02 07:19:00,drinks,2019-09-02 07:19:00,2019-09-02,7,19,25.0,checkout,3.0,6.0,4.0,spices
2019-09-02 07:19:00,dairy,2019-09-02 07:19:00,2019-09-02,7,19,27.0,checkout,14.0,17.0,2.0,spices
2019-09-02 07:19:00,checkout,2019-09-02 07:19:00,2019-09-02,7,19,28.0,,0.0,3.0,2.0,drinks
2019-09-02 07:19:00,fruit,2019-09-02 07:19:00,2019-09-02,7,19,30.0,dairy,1.0,6.0,3.0,drinks
2019-09-02 07:19:00,drinks,2019-09-02 07:19:00,2019-09-02,7,19,35.0,checkout,3.0,4.0,2.0,dairy
2019-09-02 07:20:00,checkout,2019-09-02 07:20:00,2019-09-02,7,20,19.0,,0.0,8.0,3.0,drinks
2019-09-02 07:20:00,checkout,2019-09-02 07:20:00,2019-09-02,7,20,24.0,,0.0,6.0,2.0,drinks
2019-09-02 07:20:00,dairy,2019-09-02 07:20:00,2019-09-02,7,20,26.0,checkout,4.0,8.0,2.0,fruit
2019-09-02 07:20:00,dairy,2019-09-02 07:20:00,2019-09-02,7,20,30.0,fruit,1.0,6.0,4.0,fruit
2019-09-02 07:20:00,checkout,2019-09-02 07:20:00,2019-09-02,7,20,32.0,,0.0,3.0,2.0,drinks
2019-09-02 07:20:00,dairy,2019-09-02 07:20:00,2019-09-02,7,20,33.0,spices,2.0,16.0,2.0,fruit
2019-09-02 07:20:00,dairy,2019-09-02 07:20:00,2019-09-02,7,20,36.0,checkout,1.0,1.0,1.0,
2019-09-02 07:21:00,fruit,2019-09-02 07:21:00,2019-09-02,7,21,30.0,checkout,2.0,6.0,5.0,dairy
2019-09-02 07:21:00,checkout,2019-09-02 07:21:00,2019-09-02,7,21,36.0,,0.0,1.0,2.0,dairy
2019-09-02 07:22:00,checkout,2019-09-02 07:22:00,2019-09-02,7,22,17.0,,0.0,11.0,2.0,fruit
2019-09-02 07:22:00,checkout,2019-09-02 07:22:00,2019-09-02,7,22,25.0,,0.0,6.0,5.0,drinks
2019-09-02 07:22:00,spices,2019-09-02 07:22:00,2019-09-02,7,22,33.0,dairy,1.0,16.0,3.0,dairy
2019-09-02 07:22:00,checkout,2019-09-02 07:22:00,2019-09-02,7,22,35.0,,0.0,4.0,3.0,drinks
2019-09-02 07:22:00,fruit,2019-09-02 07:22:00,2019-09-02,7,22,37.0,checkout,4.0,4.0,1.0,
2019-09-02 07:22:00,fruit,2019-09-02 07:22:00,2019-09-02,7,22,38.0,dairy,4.0,7.0,1.0,
2019-09-02 07:23:00,checkout,2019-09-02 07:23:00,2019-09-02,7,23,30.0,,0.0,6.0,6.0,fruit
2019-09-02 07:23:00,dairy,2019-09-02 07:23:00,2019-09-02,7,23,33.0,drinks,1.0,16.0,4.0,spices
2019-09-02 07:24:00,checkout,2019-09-02 07:24:00,2019-09-02,7,24,26.0,,0.0,8.0,3.0,dairy
2019-09-02 07:24:00,drinks,2019-09-02 07:24:00,2019-09-02,7,24,33.0,spices,2.0,16.0,5.0,dairy
2019-09-02 07:25:00,spices,2019-09-02 07:25:00,2019-09-02,7,25,6.0,dairy,1.0,25.0,5.0,drinks
2019-09-02 07:25:00,spices,2019-09-02 07:25:00,2019-09-02,7,25,34.0,fruit,1.0,10.0,3.0,drinks
2019-09-02 07:26:00,dairy,2019-09-02 07:26:00,2019-09-02,7,26,6.0,spices,1.0,25.0,6.0,spices
2019-09-02 07:26:00,spices,2019-09-02 07:26:00,2019-09-02,7,26,33.0,drinks,1.0,16.0,6.0,drinks
2019-09-02 07:26:00,fruit,2019-09-02 07:26:00,2019-09-02,7,26,34.0,checkout,1.0,10.0,4.0,spices
2019-09-02 07:26:00,checkout,2019-09-02 07:26:00,2019-09-02,7,26,37.0,,0.0,4.0,2.0,fruit
2019-09-02 07:26:00,dairy,2019-09-02 07:26:00,2019-09-02,7,26,38.0,checkout,3.0,7.0,2.0,fruit
2019-09-02 07:26:00,dairy,2019-09-02 07:26:00,2019-09-02,7,26,39.0,checkout,1.0,1.0,1.0,
2019-09-02 07:26:00,dairy,2019-09-02 07:26:00,2019-09-02,7,26,40.0,spices,3.0,4.0,1.0,
2019-09-02 07:26:00,drinks,2019-09-02 07:26:00,2019-09-02,7,26,41.0,dairy,1.0,7.0,1.0,
2019-09-02 07:26:00,dairy,2019-09-02 07:26:00,2019-09-02,7,26,42.0,spices,4.0,18.0,1.0,
2019-09-02 07:26:00,fruit,2019-09-02 07:26:00,2019-09-02,7,26,43.0,dairy,2.0,17.0,1.0,
2019-09-02 07:26:00,fruit,2019-09-02 07:26:00,2019-09-02,7,26,44.0,checkout,1.0,1.0,1.0,
2019-09-02 07:26:00,spices,2019-09-02 07:26:00,2019-09-02,7,26,45.0,dairy,1.0,29.0,1.0,
2019-09-02 07:26:00,fruit,2019-09-02 07:26:00,2019-09-02,7,26,46.0,checkout,1.0,1.0,1.0,
2019-09-02 07:27:00,spices,2019-09-02 07:27:00,2019-09-02,7,27,6.0,checkout,2.0,25.0,7.0,dairy
2019-09-02 07:27:00,drinks,2019-09-02 07:27:00,2019-09-02,7,27,33.0,checkout,6.0,16.0,7.0,spices
2019-09-02 07:27:00,checkout,2019-09-02 07:27:00,2019-09-02,7,27,34.0,,0.0,10.0,5.0,fruit
2019-09-02 07:27:00,checkout,2019-09-02 07:27:00,2019-09-02,7,27,39.0,,0.0,1.0,2.0,dairy
2019-09-02 07:27:00,dairy,2019-09-02 07:27:00,2019-09-02,7,27,41.0,spices,1.0,7.0,2.0,drinks
2019-09-02 07:27:00,checkout,2019-09-02 07:27:00,2019-09-02,7,27,44.0,,0.0,1.0,2.0,fruit
2019-09-02 07:27:00,dairy,2019-09-02 07:27:00,2019-09-02,7,27,45.0,fruit,3.0,29.0,2.0,spices
2019-09-02 07:27:00,checkout,2019-09-02 07:27:00,2019-09-02,7,27,46.0,,0.0,1.0,2.0,fruit
2019-09-02 07:27:00,drinks,2019-09-02 07:27:00,2019-09-02,7,27,47.0,fruit,1.0,9.0,1.0,
2019-09-02 07:27:00,drinks,2019-09-02 07:27:00,2019-09-02,7,27,48.0,checkout,1.0,1.0,1.0,
2019-09-02 07:27:00,spices,2019-09-02 07:27:00,2019-09-02,7,27,49.0,checkout,1.0,1.0,1.0,
2019-09-02 07:28:00,spices,2019-09-02 07:28:00,2019-09-02,7,28,41.0,drinks,2.0,7.0,3.0,dairy
2019-09-02 07:28:00,dairy,2019-09-02 07:28:00,2019-09-02,7,28,43.0,fruit,11.0,17.0,2.0,fruit
2019-09-02 07:28:00,fruit,2019-09-02 07:28:00,2019-09-02,7,28,47.0,dairy,4.0,9.0,2.0,drinks
2019-09-02 07:28:00,checkout,2019-09-02 07:28:00,2019-09-02,7,28,48.0,,0.0,1.0,2.0,drinks
2019-09-02 07:28:00,checkout,2019-09-02 07:28:00,2019-09-02,7,28,49.0,,0.0,1.0,2.0,spices
2019-09-02 07:28:00,fruit,2019-09-02 07:28:00,2019-09-02,7,28,50.0,drinks,1.0,4.0,1.0,
2019-09-02 07:28:00,fruit,2019-09-02 07:28:00,2019-09-02,7,28,51.0,dairy,3.0,5.0,1.0,
2019-09-02 07:29:00,checkout,2019-09-02 07:29:00,2019-09-02,7,29,6.0,,0.0,25.0,8.0,spices
2019-09-02 07:29:00,checkout,2019-09-02 07:29:00,2019-09-02,7,29,38.0,,0.0,7.0,3.0,dairy
2019-09-02 07:29:00,spices,2019-09-02 07:29:00,2019-09-02,7,29,40.0,checkout,1.0,4.0,2.0,dairy
2019-09-02 07:29:00,drinks,2019-09-02 07:29:00,2019-09-02,7,29,50.0,spices,2.0,4.0,2.0,fruit
2019-09-02 07:29:00,drinks,2019-09-02 07:29:00,2019-09-02,7,29,52.0,spices,2.0,10.0,1.0,
2019-09-02 07:29:00,fruit,2019-09-02 07:29:00,2019-09-02,7,29,53.0,checkout,3.0,3.0,1.0,
2019-09-02 07:30:00,checkout,2019-09-02 07:30:00,2019-09-02,7,30,40.0,,0.0,4.0,3.0,spices
2019-09-02 07:30:00,drinks,2019-09-02 07:30:00,2019-09-02,7,30,41.0,checkout,3.0,7.0,4.0,spices
2019-09-02 07:30:00,spices,2019-09-02 07:30:00,2019-09-02,7,30,42.0,fruit,2.0,18.0,2.0,dairy
2019-09-02 07:30:00,fruit,2019-09-02 07:30:00,2019-09-02,7,30,45.0,drinks,1.0,29.0,3.0,dairy
2019-09-02 07:30:00,spices,2019-09-02 07:30:00,2019-09-02,7,30,54.0,dairy,1.0,7.0,1.0,
2019-09-02 07:30:00,spices,2019-09-02 07:30:00,2019-09-02,7,30,55.0,dairy,2.0,5.0,1.0,
2019-09-02 07:30:00,fruit,2019-09-02 07:30:00,2019-09-02,7,30,56.0,dairy,3.0,10.0,1.0,
2019-09-02 07:30:00,fruit,2019-09-02 07:30:00,2019-09-02,7,30,57.0,checkout,1.0,1.0,1.0,
2019-09-02 07:30:00,drinks,2019-09-02 07:30:00,2019-09-02,7,30,58.0,checkout,2.0,2.0,1.0,
2019-09-02 07:30:00,dairy,2019-09-02 07:30:00,2019-09-02,7,30,59.0,drinks,5.0,9.0,1.0,
2019-09-02 07:31:00,drinks,2019-09-02 07:31:00,2019-09-02,7,31,45.0,fruit,3.0,29.0,4.0,fruit
2019-09-02 07:31:00,spices,2019-09-02 07:31:00,2019-09-02,7,31,50.0,checkout,1.0,4.0,3.0,drinks
2019-09-02 07:31:00,dairy,2019-09-02 07:31:00,2019-09-02,7,31,51.0,checkout,2.0,5.0,2.0,fruit
2019-09-02 07:31:00,spices,2019-09-02 07:31:00,2019-09-02,7,31,52.0,fruit,2.0,10.0,2.0,drinks
2019-09-02 07:31:00,dairy,2019-09-02 07:31:00,2019-09-02,7,31,54.0,checkout,6.0,7.0,2.0,spices
2019-09-02 07:31:00,checkout,2019-09-02 07:31:00,2019-09-02,7,31,57.0,,0.0,1.0,2.0,fruit
2019-09-02 07:32:00,fruit,2019-09-02 07:32:00,2019-09-02,7,32,42.0,dairy,1.0,18.0,3.0,spices
2019-09-02 07:32:00,dairy,2019-09-02 07:32:00,2019-09-02,7,32,47.0,checkout,4.0,9.0,3.0,fruit
2019-09-02 07:32:00,checkout,2019-09-02 07:32:00,2019-09-02,7,32,50.0,,0.0,4.0,4.0,spices
2019-09-02 07:32:00,checkout,2019-09-02 07:32:00,2019-09-02,7,32,53.0,,0.0,3.0,2.0,fruit
2019-09-02 07:32:00,dairy,2019-09-02 07:32:00,2019-09-02,7,32,55.0,checkout,3.0,5.0,2.0,spices
2019-09-02 07:32:00,checkout,2019-09-02 07:32:00,2019-09-02,7,32,58.0,,0.0,2.0,2.0,drinks
2019-09-02 07:33:00,checkout,2019-09-02 07:33:00,2019-09-02,7,33,27.0,,0.0,17.0,3.0,dairy
2019-09-02 07:33:00,checkout,2019-09-02 07:33:00,2019-09-02,7,33,33.0,,0.0,16.0,8.0,drinks
2019-09-02 07:33:00,checkout,2019-09-02 07:33:00,2019-09-02,7,33,41.0,,0.0,7.0,5.0,drinks
2019-09-02 07:33:00,dairy,2019-09-02 07:33:00,2019-09-02,7,33,42.0,checkout,11.0,18.0,4.0,fruit
2019-09-02 07:33:00,checkout,2019-09-02 07:33:00,2019-09-02,7,33,51.0,,0.0,5.0,3.0,dairy
2019-09-02 07:33:00,fruit,2019-09-02 07:33:00,2019-09-02,7,33,52.0,drinks,3.0,10.0,3.0,spices
2019-09-02 07:33:00,dairy,2019-09-02 07:33:00,2019-09-02,7,33,56.0,spices,1.0,10.0,2.0,fruit
2019-09-02 07:33:00,fruit,2019-09-02 07:33:00,2019-09-02,7,33,60.0,drinks,2.0,3.0,1.0,
2019-09-02 07:33:00,spices,2019-09-02 07:33:00,2019-09-02,7,33,61.0,drinks,1.0,8.0,1.0,
2019-09-02 07:33:00,spices,2019-09-02 07:33:00,2019-09-02,7,33,62.0,drinks,2.0,5.0,1.0,
2019-09-02 07:34:00,fruit,2019-09-02 07:34:00,2019-09-02,7,34,45.0,dairy,2.0,29.0,5.0,drinks
2019-09-02 07:34:00,spices,2019-09-02 07:34:00,2019-09-02,7,34,56.0,drinks,1.0,10.0,3.0,dairy
2019-09-02 07:34:00,drinks,2019-09-02 07:34:00,2019-09-02,7,34,61.0,checkout,7.0,8.0,2.0,spices
2019-09-02 07:35:00,checkout,2019-09-02 07:35:00,2019-09-02,7,35,55.0,,0.0,5.0,3.0,dairy
2019-09-02 07:35:00,drinks,2019-09-02 07:35:00,2019-09-02,7,35,56.0,checkout,5.0,10.0,4.0,spices
2019-09-02 07:35:00,drinks,2019-09-02 07:35:00,2019-09-02,7,35,59.0,fruit,3.0,9.0,2.0,dairy
2019-09-02 07:35:00,drinks,2019-09-02 07:35:00,2019-09-02,7,35,60.0,checkout,1.0,3.0,2.0,fruit
2019-09-02 07:35:00,drinks,2019-09-02 07:35:00,2019-09-02,7,35,62.0,checkout,3.0,5.0,2.0,spices
2019-09-02 07:36:00,dairy,2019-09-02 07:36:00,2019-09-02,7,36,45.0,checkout,19.0,29.0,6.0,fruit
2019-09-02 07:36:00,checkout,2019-09-02 07:36:00,2019-09-02,7,36,47.0,,0.0,9.0,4.0,dairy
2019-09-02 07:36:00,drinks,2019-09-02 07:36:00,2019-09-02,7,36,52.0,fruit,1.0,10.0,4.0,fruit
2019-09-02 07:36:00,checkout,2019-09-02 07:36:00,2019-09-02,7,36,60.0,,0.0,3.0,3.0,drinks
2019-09-02 07:37:00,fruit,2019-09-02 07:37:00,2019-09-02,7,37,52.0,checkout,2.0,10.0,5.0,drinks
2019-09-02 07:37:00,checkout,2019-09-02 07:37:00,2019-09-02,7,37,54.0,,0.0,7.0,3.0,dairy
2019-09-02 07:38:00,fruit,2019-09-02 07:38:00,2019-09-02,7,38,59.0,checkout,1.0,9.0,3.0,drinks
2019-09-02 07:38:00,checkout,2019-09-02 07:38:00,2019-09-02,7,38,62.0,,0.0,5.0,3.0,drinks
2019-09-02 07:39:00,fruit,2019-09-02 07:39:00,2019-09-02,7,39,43.0,dairy,2.0,17.0,3.0,dairy
2019-09-02 07:39:00,checkout,2019-09-02 07:39:00,2019-09-02,7,39,52.0,,0.0,10.0,6.0,fruit
2019-09-02 07:39:00,checkout,2019-09-02 07:39:00,2019-09-02,7,39,59.0,,0.0,9.0,4.0,fruit
2019-09-02 07:39:00,spices,2019-09-02 07:39:00,2019-09-02,7,39,63.0,drinks,1.0,9.0,1.0,
2019-09-02 07:40:00,checkout,2019-09-02 07:40:00,2019-09-02,7,40,56.0,,0.0,10.0,5.0,drinks
2019-09-02 07:40:00,drinks,2019-09-02 07:40:00,2019-09-02,7,40,63.0,fruit,1.0,9.0,2.0,spices
2019-09-02 07:40:00,drinks,2019-09-02 07:40:00,2019-09-02,7,40,64.0,fruit,2.0,5.0,1.0,
2019-09-02 07:40:00,drinks,2019-09-02 07:40:00,2019-09-02,7,40,65.0,dairy,6.0,7.0,1.0,
2019-09-02 07:40:00,spices,2019-09-02 07:40:00,2019-09-02,7,40,66.0,drinks,3.0,7.0,1.0,
2019-09-02 07:41:00,dairy,2019-09-02 07:41:00,2019-09-02,7,41,43.0,checkout,2.0,17.0,4.0,fruit
2019-09-02 07:41:00,checkout,2019-09-02 07:41:00,2019-09-02,7,41,61.0,,0.0,8.0,3.0,drinks
2019-09-02 07:41:00,fruit,2019-09-02 07:41:00,2019-09-02,7,41,63.0,dairy,2.0,9.0,3.0,drinks
2019-09-02 07:42:00,fruit,2019-09-02 07:42:00,2019-09-02,7,42,64.0,drinks,1.0,5.0,2.0,drinks
2019-09-02 07:42:00,dairy,2019-09-02 07:42:00,2019-09-02,7,42,67.0,spices,2.0,6.0,1.0,
2019-09-02 07:42:00,spices,2019-09-02 07:42:00,2019-09-02,7,42,68.0,drinks,3.0,10.0,1.0,
2019-09-02 07:42:00,fruit,2019-09-02 07:42:00,2019-09-02,7,42,69.0,checkout,1.0,1.0,1.0,
2019-09-02 07:42:00,spices,2019-09-02 07:42:00,2019-09-02,7,42,70.0,drinks,2.0,5.0,1.0,
2019-09-02 07:43:00,checkout,2019-09-02 07:43:00,2019-09-02,7,43,43.0,,0.0,17.0,5.0,dairy
2019-09-02 07:43:00,dairy,2019-09-02 07:43:00,2019-09-02,7,43,63.0,fruit,1.0,9.0,4.0,fruit
2019-09-02 07:43:00,drinks,2019-09-02 07:43:00,2019-09-02,7,43,64.0,checkout,2.0,5.0,3.0,fruit
2019-09-02 07:43:00,drinks,2019-09-02 07:43:00,2019-09-02,7,43,66.0,spices,2.0,7.0,2.0,spices
2019-09-02 07:43:00,checkout,2019-09-02 07:43:00,2019-09-02,7,43,69.0,,0.0,1.0,2.0,fruit
2019-09-02 07:43:00,dairy,2019-09-02 07:43:00,2019-09-02,7,43,71.0,fruit,1.0,8.0,1.0,
2019-09-02 07:43:00,spices,2019-09-02 07:43:00,2019-09-02,7,43,72.0,drinks,2.0,9.0,1.0,
2019-09-02 07:43:00,dairy,2019-09-02 07:43:00,2019-09-02,7,43,73.0,checkout,1.0,1.0,1.0,
2019-09-02 07:43:00,spices,2019-09-02 07:43:00,2019-09-02,7,43,74.0,fruit,2.0,3.0,1.0,
2019-09-02 07:43:00,spices,2019-09-02 07:43:00,2019-09-02,7,43,75.0,dairy,1.0,7.0,1.0,
2019-09-02 07:44:00,checkout,2019-09-02 07:44:00,2019-09-02,7,44,42.0,,0.0,18.0,5.0,dairy
2019-09-02 07:44:00,fruit,2019-09-02 07:44:00,2019-09-02,7,44,63.0,drinks,2.0,9.0,5.0,dairy
2019-09-02 07:44:00,spices,2019-09-02 07:44:00,2019-09-02,7,44,67.0,drinks,2.0,6.0,2.0,dairy
2019-09-02 07:44:00,drinks,2019-09-02 07:44:00,2019-09-02,7,44,70.0,checkout,3.0,5.0,2.0,spices
2019-09-02 07:44:00,fruit,2019-09-02 07:44:00,2019-09-02,7,44,71.0,checkout,7.0,8.0,2.0,dairy
2019-09-02 07:44:00,checkout,2019-09-02 07:44:00,2019-09-02,7,44,73.0,,0.0,1.0,2.0,dairy
